,Unnamed: 0,Player ID,Name,Last_Name,Position,Team,Cost_Today,Total Points,Form,Points/Game,xGi,xGc,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW4,GW5,GW6,GW7,GW8,GW9,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
671,168,169,Conor,Gallagher,MID,Chelsea,59,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,883,0,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
675,169,170,Alfie,Gilchrist,DEF,Chelsea,40,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
679,170,171,Malo,Gusto,DEF,Chelsea,50,3,0.8,1,0.05,1,2,0,0,0,0,0,16,5,253,1,0,0,0,0,29477,69,28.2,21.6,14,6.4,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0.2,0.1333,0.0727,0.0571,4
683,171,172,Reece,James,DEF,Chelsea,50,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,510,96,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
687,172,173,Omari,Kellyman,MID,Chelsea,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,23,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
691,173,174,Roméo,Lavia,MID,Chelsea,45,2,0.5,2,0.25,0.91,1,0,0,0,0,0,18,1,65,0,0,0,0,0,6265,612,15.2,13.5,0,2.9,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0.125,0.0833,0.0455,0.0357,4
695,174,175,Romelu,Lukaku,FWD,Chelsea,63,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
699,175,176,Malang,M.Sarr,DEF,Chelsea,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
703,176,177,Noni,Madueke,MID,Chelsea,66,25,6.2,8.3,0.53,1.42,12.2,3,0,1,3,3,85,3,235,0,0,0,0,0,54855,55876,118.8,33.7,137,29,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,1.55,1.0333,0.5636,0.4429,4
707,177,178,Marc,Marc Guiu,FWD,Chelsea,50,1,0.2,1,0,0.41,0.7,0,0,0,0,0,2,1,24,0,0,0,0,0,4779,1981,0,0.3,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0.05,0.0333,0.0182,0.0143,4
711,178,179,Mykhailo,Mudryk,MID,Chelsea,64,2,0.5,1,0.24,3.04,0.3,0,0,0,0,0,9,2,61,0,0,0,0,0,1536,466,8.6,14.4,0,2.2,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0.125,0.0833,0.0455,0.0357,4
715,179,180,Nicolas,N.Jackson,FWD,Chelsea,76,19,4.8,4.8,0.71,1.34,6.7,2,1,1,1,2,69,4,300,2,0,0,0,0,37594,24576,95.2,53.6,165,31.4,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,1.2,0.8,0.4364,0.3429,4
719,180,181,Christopher,Nkunku,MID,Chelsea,62,10,2.5,2.5,0.62,1.36,4.8,1,0,0,7,1,43,1,79,0,0,0,0,0,15173,17509,48.4,36.5,36,12,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0.625,0.4167,0.2273,0.1786,4
723,181,182,Cole,Palmer,MID,Chelsea,106,28,7,7,0.49,1.22,39.5,1,4,1,3,4,123,5,352,2,0,0,0,0,64636,60194,145.8,157.1,45,34.8,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,1.75,1.1667,0.6364,0.5,4
727,182,183,Đorđe,Petrović,GK,Chelsea,44,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2546,0,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
731,183,184,Renato,Renato Veiga,MID,Chelsea,45,4,1,1.3,0.04,1.67,0.2,0,0,1,2,0,19,1,107,1,0,0,0,0,1067,4159,18.4,5.5,15,3.9,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0.25,0.1667,0.0909,0.0714,4
735,184,185,Robert,Sánchez,GK,Chelsea,45,20,5,5,0,1.23,5.1,0,0,1,15,3,71,5,360,1,0,14,1,0,5676,85470,121,0,0,12,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,1.25,0.8333,0.4545,0.3571,4
739,185,186,Raheem,Sterling,MID,Arsenal,68,1,0.2,1,0,1.17,1.2,0,0,0,1,0,2,0,10,0,0,0,0,0,3468,2249,0,0,2,0.2,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0.0286,0.0222,0.0182,0.0133,6.993
743,186,187,Tosin,Tosin,DEF,Chelsea,44,1,0.2,1,0,0.71,0.2,0,0,0,1,0,13,0,28,0,0,0,0,0,480,275,11,10.8,0,2.2,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0.05,0.0333,0.0182,0.0143,4
747,187,188,Lesley,Ugochukwu,MID,Southampton,45,2,0.5,2,0.31,2.64,0.4,0,0,0,2,0,2,2,63,0,0,0,0,0,1309,3418,10.2,12.5,4,2.7,MUN (H),IPS (H),BOU (A),ARS (A),LEI (H),MCI (A),3,2,2,5,2,5,2,4,9,11,16,0.125,0.0556,0.0455,0.0312,4
751,188,189,Wesley,W.Fofana,DEF,Chelsea,45,10,2.5,2.5,0.03,1.23,0.6,0,0,1,7,2,52,5,360,2,0,0,0,0,1508,7376,65.6,36.8,12,11.5,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0.625,0.4167,0.2273,0.1786,4
755,189,190,Naouirou,Ahamada,MID,Crystal Palace,45,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,0,0,0,0,0,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0,0,0,0,
759,190,191,Joachim,Andersen,DEF,Fulham,44,2,0.5,1,0.04,1.18,11.2,0,0,0,2,0,18,3,180,1,0,0,0,0,26892,2716,42.2,3.7,11,5.7,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0.1,0.05,0.0385,0.0312,5
763,191,192,Jordan,J.Ayew,MID,Leicester,54,4,1,1,0.37,1.93,0.3,0,0,0,1,0,19,5,195,2,0,0,0,0,1038,339,19,51.6,34,10.5,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.1429,0.1111,0.0909,0.0769,6.9979
767,192,193,Cheick,C.Doucouré,MID,Crystal Palace,49,6,1.5,2,0.05,1.3,0.1,0,1,0,1,0,20,1,91,0,0,0,0,0,1218,182,17.6,5.9,6,2.9,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.25,0.15,0.125,0.1,6
771,193,194,Chris,C.Richards,DEF,Crystal Palace,45,3,0.8,1,0.04,1.78,0.2,0,0,0,0,0,12,5,253,1,0,0,0,0,573,142,35.6,3.3,6,4.5,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.1333,0.08,0.0667,0.0533,6.0015
775,194,195,Chadi,Chadi Riad,DEF,Crystal Palace,44,1,0.2,1,0.02,1.39,0.1,0,0,0,0,0,3,2,90,0,0,0,0,0,504,15,18.2,1.3,0,2,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.0333,0.02,0.0167,0.0133,6.006
779,195,196,Nathaniel,Clyne,DEF,Crystal Palace,44,3,0.8,1.5,0.01,2.05,0.1,0,0,0,1,0,15,3,153,0,0,0,0,0,312,176,26,2,2,3,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.1333,0.08,0.0667,0.0533,6.0015
783,196,197,Malcolm,Ebiowei,MID,Crystal Palace,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0,0,0,0,
787,197,198,Odsonne,Edouard,FWD,Leicester,54,3,0.8,1.5,0.33,1.66,0.4,0,0,0,0,0,3,2,115,0,0,0,0,0,2786,547,0.8,13,32,4.5,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.1143,0.0889,0.0727,0.0615,6.9991
791,198,199,Eberechi,Eze,MID,Crystal Palace,69,16,4,4,0.54,1.62,25.7,1,0,0,2,3,76,7,360,0,0,0,0,0,84462,27128,79.4,130.5,142,35.1,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.6667,0.4,0.3333,0.2667,5.9997
795,199,200,Marc,Guéhi,DEF,Crystal Palace,45,4,1,1,0.02,1.62,5.7,0,0,0,1,0,33,7,360,1,0,0,0,0,17246,3906,92.6,15,4,11.3,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.1667,0.1,0.0833,0.0667,5.9988
799,200,201,Dean,Henderson,GK,Crystal Palace,45,8,2,2,0,1.62,14.1,0,0,0,1,0,29,7,360,0,0,12,0,0,42072,4306,102,0,0,10.2,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.3333,0.2,0.1667,0.1333,6.0006
803,201,202,Rob,Holding,DEF,Crystal Palace,44,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,232,73,0,0,0,0,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0,0,0,0,
807,202,203,Will,Hughes,MID,Crystal Palace,49,3,0.8,1,0.04,1.93,0,0,0,0,1,0,16,4,177,1,0,0,0,0,128,63,22.4,18.4,6,4.7,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.1333,0.08,0.0667,0.0533,6.0015
811,203,204,Sam,Johnstone,GK,Wolves,44,5,1.2,2.5,0,1.12,0.5,0,0,0,2,0,20,3,180,0,0,8,0,0,921,1259,62.6,10,0,7.3,NEW (H),AVL (A),LIV (H),BRE (A),MCI (H),BHA (A),3,4,4,2,5,2,4,8,10,15,17,0.15,0.12,0.08,0.0706,8
815,204,205,Daichi,Kamada,MID,Crystal Palace,53,5,1.2,1.2,0.15,1.37,0.3,0,0,0,1,0,23,4,209,1,0,0,0,0,2023,207,26.8,66.8,33,12.7,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.2,0.12,0.1,0.08,6
819,205,206,Jefferson,Lerma,MID,Crystal Palace,49,3,0.8,1.5,0.4,2.05,0.1,0,0,1,0,0,12,1,78,1,0,0,0,0,225,78,9.6,15.7,2,2.8,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.1333,0.08,0.0667,0.0533,6.0015
823,206,207,Jean-Philippe,Mateta,FWD,Crystal Palace,74,18,4.5,4.5,0.6,1.53,4.3,2,0,0,13,3,64,6,293,0,0,0,0,0,11249,36260,67.2,34.3,73,17.3,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.75,0.45,0.375,0.3,6
827,207,208,Matheus,M.França,MID,Crystal Palace,44,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,4515,14022,0,0,0,0,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0,0,0,0,
831,208,209,Remi,Matthews,GK,Crystal Palace,40,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,956,298,0,0,0,0,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0,0,0,0,
835,209,210,Tyrick,Mitchell,DEF,Crystal Palace,49,8,2,2,0.25,1.63,1.8,0,1,0,4,0,48,7,358,0,0,0,0,0,4094,2137,86.8,115.3,36,23.8,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.3333,0.2,0.1667,0.1333,6.0006
839,210,211,Daniel,Muñoz,DEF,Crystal Palace,50,7,1.8,1.8,0.12,1.66,3.3,0,1,0,1,0,26,7,350,1,0,0,0,0,14444,1384,59.4,59.1,30,14.9,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.3,0.18,0.15,0.12,6
843,211,212,David,Ozoh,MID,Crystal Palace,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0,0,0,0,
847,212,213,Jesurun,Rak-Sakyi,MID,Crystal Palace,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0,0,0,0,
851,213,214,Jeffrey,Schlupp,MID,Crystal Palace,49,3,0.8,1,0,4.12,0.1,0,0,0,1,0,9,0,12,0,0,0,0,0,317,113,2,1.1,0,0.3,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.1333,0.08,0.0667,0.0533,6.0015
855,214,215,Joel,Ward,DEF,Crystal Palace,44,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,325,113,0,0,0,0,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0,0,0,0,
859,215,216,Adam,Wharton,MID,Crystal Palace,49,8,2,2,0.12,1.45,0.4,0,0,0,2,0,70,6,343,0,0,0,0,0,1384,1891,65.2,81,32,17.8,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.3333,0.2,0.1667,0.1333,6.0006
863,216,217,Abdoulaye,A.Doucoure,MID,Everton,53,4,0.7,1.3,0.16,3.12,0.3,0,0,0,0,0,9,7,125,0,0,0,0,0,1585,181,5.2,6.5,14,2.6,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0.175,0.1,0.0778,0.0636,4
867,217,218,Norberto Bercique,Beto,FWD,Everton,50,4,1,1,0,3.87,0.8,0,0,0,1,0,6,4,43,0,0,0,0,0,4397,3670,1.2,0.3,0,0.2,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0.25,0.1429,0.1111,0.0909,4
871,218,219,Jarrad,Branthwaite,DEF,Everton,49,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,4951,82,0,0,0,0,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0,0,0,0,
875,219,220,Dominic,Calvert-Lewin,FWD,Everton,59,22,6.7,5.5,0.42,1.86,2.6,2,1,0,6,3,67,9,323,0,0,0,0,0,6891,81847,85.8,19.1,97,20.2,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,1.675,0.9571,0.7444,0.6091,4
879,220,221,Séamus,Coleman,DEF,Everton,44,1,0.3,1,0.63,2.22,0,0,0,0,0,0,-1,3,90,0,0,0,0,0,206,15,16.6,1.1,21,3.9,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0.075,0.0429,0.0333,0.0273,4
883,221,222,Idrissa,Gana,MID,Everton,49,8,2,2,0.07,2.02,0.1,0,0,0,2,0,34,12,333,0,0,0,0,0,268,625,39.8,10.3,26,7.6,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0.5,0.2857,0.2222,0.1818,4
887,222,223,James,Garner,MID,Everton,50,2,0.7,2,0.07,2.46,0,0,0,0,2,0,13,3,64,0,0,0,0,0,45,56,18.8,15.4,0,3.4,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0.175,0.1,0.0778,0.0636,4
891,223,224,Jack,Harrison,MID,Everton,54,7,1.7,1.8,0.38,2.04,0.1,0,0,0,2,0,45,9,293,0,0,0,0,0,456,251,41.4,78.2,60,17.7,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0.425,0.2429,0.1889,0.1545,4
895,224,225,Mason,Holgate,DEF,Everton,40,1,0,1,0,1.26,0.4,0,0,0,0,0,-1,1,5,0,0,0,0,0,2094,0,0,0,0,0,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0,0,0,0,
899,225,226,Tim,Iroegbunam,MID,Everton,45,6,1.3,1.5,0.07,2.03,1.4,0,0,0,1,0,24,13,350,2,0,0,0,0,4354,8127,39.4,26.6,29,9.5,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0.325,0.1857,0.1444,0.1182,4
903,226,227,João,J.Virginia,GK,Everton,40,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,851,273,0,0,0,0,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0,0,0,0,
907,227,228,Michael,Keane,DEF,Everton,40,8,2.3,2,0.06,2.05,5.6,1,0,0,1,0,8,13,360,1,0,0,0,0,7798,26834,95.2,11.5,42,14.9,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0.575,0.3286,0.2556,0.2091,4
911,228,229,Neal,Maupay,FWD,Everton,49,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,6946,0,0,0,0,0,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0,0,0,0,
915,229,230,Dwight,McNeil,MID,Everton,54,22,6.7,5.5,0.63,2.05,1.1,1,2,0,12,3,113,13,360,0,0,0,0,0,3687,54794,126,264,32,42.3,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,1.675,0.9571,0.7444,0.6091,4
919,230,231,Vitalii,Mykolenko,DEF,Everton,44,3,0.7,0.8,0.02,1.97,5.2,0,0,0,1,0,-1,10,295,0,0,0,0,0,20183,1649,44.4,17.8,4,6.6,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0.175,0.1,0.0778,0.0636,4
923,231,232,Iliman,Ndiaye,FWD,Everton,54,5,1.3,1.2,0.15,1.44,0.3,0,0,1,1,0,17,6,222,1,0,0,0,0,1562,1593,38.6,5.9,59,10.3,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0.325,0.1857,0.1444,0.1182,4
927,232,233,Amadou,Onana,MID,Aston Villa,51,21,3.7,5.2,0.4,1.26,11.5,2,0,1,1,5,72,4,271,2,0,0,0,0,33306,69378,85.2,28.6,82,19.7,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0.925,0.5286,0.37,0.3083,4
931,233,234,Nathan,Patterson,DEF,Everton,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,18,0,0,0,0,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0,0,0,0,
935,234,235,Jordan,Pickford,GK,Everton,49,6,1.7,1.5,0.01,2.05,9.6,0,0,0,2,0,9,13,360,0,0,13,0,0,33429,3772,106.4,0.1,0,10.6,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0.425,0.2429,0.1889,0.1545,4
939,235,236,James,Tarkowski,DEF,Everton,49,2,0.7,0.5,0.15,2.05,1.2,0,0,0,1,0,-14,13,360,1,0,0,0,0,3854,817,70.6,32.5,38,14.2,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0.175,0.1,0.0778,0.0636,4
943,236,237,Youssef,Y. Chermiti,FWD,Everton,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,30,0,0,0,0,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0,0,0,0,
947,237,238,Ashley,Young,DEF,Everton,45,-2,0,-1,0.1,1.95,0.1,0,0,0,0,0,-14,6,155,1,1,0,0,0,412,258,24.4,15.8,0,4,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0,0,0,0,
951,238,239,Adama,Adama,MID,Fulham,50,19,5.3,4.8,0.5,0.86,3.5,1,1,1,2,3,76,3,325,1,0,0,0,0,12150,26756,86.8,94.9,103,28.5,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,1.06,0.53,0.4077,0.3312,5
955,239,240,Andreas,Andreas,MID,Fulham,54,8,2.3,2,0.34,0.79,2.5,0,0,1,3,0,54,3,346,1,0,0,0,0,10329,1216,35,227.4,22,28.5,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0.46,0.23,0.1769,0.1438,5
959,240,241,Calvin,Bassey,DEF,Fulham,45,7,2,1.8,0.05,1.06,0.4,0,0,0,2,0,36,4,360,1,0,0,0,0,1007,816,53.6,3.8,14,7.1,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0.4,0.2,0.1538,0.125,5
963,241,242,Steven,Benda,GK,Fulham,40,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,623,468,0,0,0,0,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0,0,0,0,
967,242,243,Tom,Cairney,MID,Fulham,49,2,0.7,0.5,0.24,2.19,0,0,0,0,1,0,15,2,67,2,0,0,0,0,138,68,12,28,4,4.6,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0.14,0.07,0.0538,0.0438,5
971,243,244,Timothy,Castagne,DEF,Fulham,43,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,6442,933,0,0,0,0,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0,0,0,0,
975,244,245,Issa,Diop,DEF,Fulham,45,6,1.3,2,0.07,1.16,0.3,0,0,0,0,0,23,3,270,0,0,0,0,0,1078,208,46.6,12.3,13,7.2,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0.26,0.13,0.1,0.0812,5
979,245,246,Luke,Harris,MID,Fulham,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0,0,0,0,
983,246,247,Alex,Iwobi,MID,Fulham,55,15,4.3,3.8,0.29,1.04,1.2,1,0,1,3,1,62,3,331,0,0,0,0,0,5285,3829,75.4,79.1,73,22.7,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0.86,0.43,0.3308,0.2688,5
987,247,248,Bernd,Leno,GK,Fulham,50,11,2.7,2.8,0,1.06,2.8,0,0,0,2,0,52,4,360,0,0,12,0,0,7948,1586,101,0,0,10.1,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0.54,0.27,0.2077,0.1688,5
991,248,249,Saša,Lukić,MID,Fulham,50,7,1.7,1.8,0.02,0.86,0.1,0,0,1,2,0,47,3,331,2,0,0,0,0,146,87,41.2,22.1,2,6.5,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0.34,0.17,0.1308,0.1062,5
995,249,250,Kevin,Mbabu,DEF,Fulham,40,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1934,0,0,0,0,0,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0,0,0,0,
999,250,251,Rodrigo,Muniz,FWD,Fulham,61,7,1.7,1.8,0.38,0.98,6.8,0,0,1,1,0,26,3,251,0,0,0,0,0,64833,3261,19.8,41.8,123,18.4,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0.34,0.17,0.1308,0.1062,5
