,Player ID,Name,Last_Name,Team,Position,Cost_Today,Total Points,Form,xGi,xGc,Points/Game,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW2,GW3,GW4,GW5,GW6,GW7,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
860,402,Jacob,J.Murphy,Newcastle,MID,55,2,1,0.01,1.16,1,na,0,0,0,2,0,12,1,86,0,0,0,0,0,21408,6437,8,13.7,0,2.2,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,1.5,0.6,0.4286,0.3,0.2
862,403,Joelinton Cássio,Joelinton,Newcastle,MID,60,12,6,0.1,2.23,6,na,1,0,1,12,3,39,1,180,1,0,0,0,0,18464,169544,68.6,17.7,41,12.7,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,11.5,4.6,3.2857,2.3,1.5333
864,404,Lloyd,Kelly,Newcastle,DEF,45,3,1.5,0.01,1.81,1.5,na,0,0,0,3,0,10,1,88,0,0,0,0,0,1574,272,19.2,1.3,0,2,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,2,0.8,0.5714,0.4,0.2667
866,405,Emil,Krafth,Newcastle,DEF,45,8,4,0.03,2.23,4,na,0,0,1,8,0,30,1,150,0,0,0,0,0,912,3986,25,10.8,6,4.2,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,7,2.8,2,1.4,0.9333
868,406,Garang,Kuol,Newcastle,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,498,275,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
870,407,Jamaal,Lascelles,Newcastle,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,93,25,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
872,408,Jamal,Lewis,Newcastle,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,4304,3290,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
874,409,Tino,Livramento,Newcastle,DEF,45,8,4,0.01,1.16,4,na,0,0,1,8,1,30,1,147,0,0,0,0,0,13837,110019,29.8,2.9,0,3.3,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,7.5,3,2.1429,1.5,1
876,410,Sean,Longstaff,Newcastle,MID,50,5,2.5,0.01,1.81,2.5,na,0,0,1,5,0,28,1,159,0,0,0,0,0,8937,5548,13.2,14,6,3.4,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,4,1.6,1.1429,0.8,0.5333
878,411,Lewis,Miley,Newcastle,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,59,20,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
880,412,Odysseas,Odysseas,Newcastle,GK,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1566,99,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
882,413,Nick,Pope,Newcastle,GK,50,12,6,0,2.23,6,na,0,0,1,12,2,41,1,180,0,0,6,0,0,30113,181570,50.8,0,0,5.1,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,10.5,4.2,3,2.1,1.4
884,414,John,Ruddy,Newcastle,GK,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,1317,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
886,415,Fabian,Schär,Newcastle,DEF,55,-2,-1,0,0,-1,na,0,0,0,-2,0,-8,0,27,0,1,0,0,0,75474,306,0,0.3,5,0.1,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,-2,-0.8,-0.5714,-0.4,-0.2667
888,416,Matt,Targett,Newcastle,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,4917,3861,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
890,417,Sandro,Tonali,Newcastle,MID,55,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,553,299,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
892,418,Kieran,Trippier,Newcastle,DEF,60,1,0.5,0.02,1.07,0.5,na,0,0,0,1,0,4,0,32,0,0,0,0,0,282289,15134,7.2,4.9,0,1.2,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0.5,0.2,0.1429,0.1,0.0667
894,419,Joe,White,Newcastle,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,5210,4716,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
896,420,Joe,Willock,Newcastle,MID,50,1,0.5,0.09,0.42,0.5,na,0,0,0,1,0,4,0,20,0,0,0,0,0,2823,953,1.4,2.3,9,1.3,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0.5,0.2,0.1429,0.1,0.0667
898,421,Callum,Wilson,Newcastle,FWD,70,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,3114,114,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
900,574,Miodrag,Pivas,Newcastle,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1337,600,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
902,590,William,Osula,Newcastle,FWD,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2044,1164,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
904,26,Álex,Alex Moreno,Nottingham Forest,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,12017,4358,0,0,0,0,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,0,0,0,0,0
906,422,Ola,Aina,Nottingham Forest,DEF,45,10,5,0.09,0.14,5,na,0,0,1,10,3,41,0,143,0,0,0,0,0,24841,986,25.6,15.6,3,4.4,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,5.5,2.75,1.2222,1,0.8462
908,423,Elliot,Anderson,Nottingham Forest,MID,50,4,2,0.08,0.14,2,na,0,0,1,4,0,21,1,92,0,0,0,0,0,1652,695,22.2,14.2,19,5.6,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,2.5,1.25,0.5556,0.4545,0.3846
910,424,Taiwo,Awoniyi,Nottingham Forest,FWD,60,2,1,0,0,1,na,0,0,0,2,0,10,1,33,0,0,0,0,0,20768,5508,7.8,2.5,21,3.1,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,1.5,0.75,0.3333,0.2727,0.2308
912,425,Willy,Boly,Nottingham Forest,DEF,45,3,1.5,0,0,1.5,na,0,0,0,3,0,13,1,91,0,0,0,0,0,2164,2978,32,0.2,17,4.9,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,2.5,1.25,0.5556,0.4545,0.3846
914,426,Josh,Bowler,Nottingham Forest,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,809,437,0,0,0,0,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,0,0,0,0,0
916,427,Carlos Miguel,C.Miguel,Nottingham Forest,GK,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,7164,528,0,0,0,0,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,0,0,0,0,0
918,428,Eric,Da Silva Moreira,Nottingham Forest,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,732,396,0,0,0,0,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,0,0,0,0,0
920,429,Danilo,Danilo,Nottingham Forest,MID,50,1,0.5,0,0,0.5,na,0,0,0,1,0,1,0,14,0,0,0,0,0,2592,127,0,0.1,0,0,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,1,0.5,0.2222,0.1818,0.1538
922,430,Emmanuel,Dennis,Nottingham Forest,FWD,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,3976,1782,0,0,0,0,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,0,0,0,0,0
924,431,Nicolás,Dominguez,Nottingham Forest,MID,50,1,0.5,0.12,0,0.5,na,0,0,0,1,0,0,1,51,1,0,0,0,0,470,96,10.8,15.9,5,3.2,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,1,0.5,0.2222,0.1818,0.1538
926,432,Anthony,Elanga,Nottingham Forest,MID,55,4,2,0.46,0.14,2,na,0,0,1,4,0,24,0,143,0,0,0,0,0,54774,1884,27.4,65.8,38,13.2,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,2.5,1.25,0.5556,0.4545,0.3846
928,433,Morgan,Gibbs-White,Nottingham Forest,MID,65,12,6,0.49,0.14,6,na,1,0,1,12,2,43,1,180,0,0,0,0,0,46689,14421,58.6,75.5,69,20.3,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,7,3.5,1.5556,1.2727,1.0769
930,434,Callum,Hudson-Odoi,Nottingham Forest,MID,55,6,3,0.38,0.14,3,na,0,0,2,6,0,37,0,161,0,0,0,0,0,25190,20746,33.2,95.6,49,17.8,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,4.5,2.25,1,0.8182,0.6923
932,435,Alex,Mighten,Nottingham Forest,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,539,302,0,0,0,0,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,0,0,0,0,0
934,436,Murillo,Murillo,Nottingham Forest,DEF,45,9,4.5,0.11,0.14,4.5,na,0,0,1,9,1,42,1,180,0,0,0,0,0,3159,2005,28.8,11.8,4,4.5,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,5.5,2.75,1.2222,1,0.8462
936,437,Neco,N.Williams,Nottingham Forest,DEF,45,7,3.5,0.3,0.14,3.5,na,0,0,1,7,0,34,1,180,1,0,0,0,0,3604,3034,41.4,37.2,32,11.1,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,4,2,0.8889,0.7273,0.6154
938,438,Omar,O.Richards,Nottingham Forest,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,33,0,0,0,0,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,0,0,0,0,0
940,439,Lewis,O'Brien,Nottingham Forest,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,0,0,0,0,0
942,440,Andrew,Omobamidele,Nottingham Forest,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,964,36,0,0,0,0,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,0,0,0,0,0
944,441,Jonathan,Panzo,Nottingham Forest,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,0,0,0,0,0
946,442,Ibrahim,Sangaré,Nottingham Forest,MID,45,4,2,0.06,0.14,2,na,0,0,1,4,0,22,1,155,1,0,0,0,0,17103,36428,24.4,4.6,15,4.4,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,3,1.5,0.6667,0.5455,0.4615
948,443,Matz,Sels,Nottingham Forest,GK,45,9,4.5,0,0.14,4.5,na,0,0,1,9,0,34,1,180,0,0,4,0,0,7846,14750,28.8,0,0,2.9,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,6,3,1.3333,1.0909,0.9231
950,444,Harry,Toffolo,Nottingham Forest,DEF,45,1,0.5,0,0,0.5,na,0,0,0,1,0,0,1,36,0,0,0,0,0,834,111,9.6,3,6,1.9,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,1,0.5,0.2222,0.1818,0.1538
952,446,Hwang,Ui-jo,Nottingham Forest,FWD,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,16081,22827,0,0,0,0,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,0,0,0,0,0
954,447,Chris,Wood,Nottingham Forest,FWD,60,10,5,0.33,0.14,5,na,1,0,2,10,3,35,0,145,1,0,0,0,0,36209,275401,38.4,22.6,61,12.2,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,9.5,4.75,2.1111,1.7273,1.4615
956,448,Joe,Worrall,Nottingham Forest,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,962,48,0,0,0,0,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,0,0,0,0,0
958,449,Ryan,Yates,Nottingham Forest,MID,50,8,4,0.02,0,4,na,0,1,0,8,2,37,1,99,0,0,0,0,0,4282,21017,17.4,27.6,37,8.2,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,7.5,3.75,1.6667,1.3636,1.1538
960,531,James,Ward-Prowse,Nottingham Forest,MID,65,1,0.5,0,0,0.5,na,0,0,0,1,0,3,1,16,0,0,0,0,0,28070,2684,3.4,1.4,0,0.5,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,1,0.5,0.2222,0.1818,0.1538
962,573,Nikola,Milenković,Nottingham Forest,DEF,45,6,3,0.99,0.14,3,na,0,0,1,6,0,16,0,90,0,0,0,0,0,2517,234,11.2,10.8,19,4.1,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,3,1.5,0.6667,0.5455,0.4615
964,596,João Pedro,Jota Silva,Nottingham Forest,MID,60,1,0.5,0,0,0.5,na,0,0,0,1,0,3,0,1,0,0,0,0,0,3620,1063,2.2,0,0,0.2,SOU (A),WOL (H),LIV (A),BHA (A),FUL (H),CHE (A),2,2,5,2,2,4,2,4,9,11,13,0.5,0.25,0.1111,0.0909,0.0769
966,14,Aaron,Ramsdale,Southampton,GK,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,12047,2378,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
968,27,Cameron,Archer,Southampton,FWD,50,2,1,0.02,0.31,1,na,0,0,0,2,0,7,0,37,0,0,0,0,0,13196,12175,1.2,0.6,22,2.4,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,1.5,0.75,0.4286,0.3333,0.2727
970,188,Lesley,Ugochukwu,Southampton,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,3784,4872,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
972,397,Ryan,Fraser,Southampton,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,598,153,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
974,450,Carlos,Alcaraz,Southampton,MID,50,1,0.5,0,0,0.5,na,0,0,0,1,0,4,0,9,0,0,0,0,0,1409,587,8.4,15.9,19,4.3,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,1,0.5,0.2857,0.2222,0.1818
976,451,Samuel,Amo-Ameyaw,Southampton,MID,45,1,0.5,0,0,0.5,na,0,0,0,1,0,4,0,9,0,0,0,0,0,1280,2454,4,15,6,2.5,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,1,0.5,0.2857,0.2222,0.1818
978,452,Joe,Aribo,Southampton,MID,50,4,2,0.03,2.26,2,na,0,0,0,4,0,28,2,144,0,0,0,0,0,739,1104,23.8,34.1,15,7.3,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,3,1.5,0.8571,0.6667,0.5455
980,453,Adam,Armstrong,Southampton,FWD,55,3,1.5,0.03,2.14,1.5,na,0,0,0,3,0,6,2,160,1,0,0,0,0,17395,37679,10,15.8,46,7.2,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,2.5,1.25,0.7143,0.5556,0.4545
982,454,Gavin,Bazunu,Southampton,GK,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,5053,510,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
984,455,Jan,Bednarek,Southampton,DEF,40,3,1.5,0.01,2.45,1.5,na,0,0,0,3,0,22,2,170,1,0,0,0,0,13159,85761,37.6,24.9,4,6.6,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,2.5,1.25,0.7143,0.5556,0.4545
986,456,Armel,Bella-Kotchap,Southampton,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2692,1326,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
988,457,James,Bree,Southampton,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,638,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
990,458,Shea,Charles,Southampton,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,959,545,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
992,459,Samuel,Edozie,Southampton,MID,50,1,0.5,0,0.31,0.5,na,0,0,0,1,0,6,0,64,1,0,0,0,0,422,150,9.8,19,22,5.1,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0.5,0.25,0.1429,0.1111,0.0909
994,460,Ronnie,Edwards,Southampton,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1466,685,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
996,461,Taylor,Harwood-Bellis,Southampton,DEF,40,3,1.5,0.01,2.26,1.5,na,0,0,0,3,0,11,2,165,1,0,0,0,0,27090,86990,34.6,16.1,6,5.7,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,2,1,0.5714,0.4444,0.3636
998,462,Kamaldeen,Kamaldeen,Southampton,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,191,11,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
1000,463,Adam,Lallana,Southampton,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,22,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
1002,464,Juan,Larios,Southampton,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1787,69,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
1004,465,Mateusz,Lis,Southampton,GK,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,888,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
1006,466,Joe,Lumley,Southampton,GK,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,872,1136,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
1008,467,Ryan,Manning,Southampton,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,991,112,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
1010,468,Sékou,Mara,Southampton,FWD,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,467,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
1012,469,Alex,McCarthy,Southampton,GK,45,6,3,0,2.45,3,na,0,0,0,6,0,21,2,180,0,0,7,0,0,1557,2760,52,0,0,5.2,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,4,2,1.1429,0.8889,0.7273
1014,470,Paul,Onuachu,Southampton,FWD,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1876,674,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
1016,471,Will,Smallbone,Southampton,MID,50,4,2,0.01,2.45,2,na,0,0,0,4,0,22,2,173,0,0,0,0,0,547,579,4.8,15.5,28,4.8,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,3,1.5,0.8571,0.6667,0.5455
1018,472,Jack,Stephens,Southampton,DEF,40,3,1.5,0.03,2.45,1.5,na,0,0,0,3,0,13,2,180,1,0,0,0,0,2254,6819,28.6,21.3,4,5.4,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,2,1,0.5714,0.4444,0.3636
1020,473,Ross,Stewart,Southampton,FWD,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,9022,1227,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
1022,474,Sugawara,Sugawara,Southampton,DEF,45,3,1.5,0.09,2.14,1.5,na,0,0,0,3,0,19,2,116,0,0,0,0,0,1169,851,23.8,21.2,3,4.8,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,2,1,0.5714,0.4444,0.3636
1024,475,Charlie,Taylor,Southampton,DEF,40,1,0.5,0.01,0.19,0.5,na,0,0,0,1,0,3,0,14,0,0,0,0,0,33248,9161,0.8,1.6,2,0.4,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0.5,0.25,0.1429,0.1111,0.0909
1026,476,Kyle,Walker-Peters,Southampton,DEF,45,4,2,0.12,2.45,2,na,0,0,0,4,0,21,2,170,0,0,0,0,0,2842,3516,23,15.1,28,6.6,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,3,1.5,0.8571,0.6667,0.5455
1028,477,Nathan,Wood,Southampton,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,8544,9930,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
1030,515,Maxwel,Cornet,Southampton,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,532,135,0,0,0,0,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,0,0,0,0,0
1032,518,Flynn,Downes,Southampton,MID,50,3,1.5,0.06,2.45,1.5,na,0,0,0,3,0,25,2,180,1,0,0,0,0,487,360,37,58.2,9,10.5,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,2.5,1.25,0.7143,0.5556,0.4545
