,Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Form,Gameweek,Avail,GW16,GW17,GW18,GW19,GW20,NGW1,NGW2,NGW3,NGW4,NGW5,F_1,F_2,F_3,F_4,F_5,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
4244,283,Jean-Philippe,Mateta,Crystal Palace,FWD,81.0,2.0,1.28,15.0,d,MCI (H),LEE (A),TOT (H),FUL (H),NEW (A),0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666665,1.6666666666666665,2.333333333333333,1.92,0.96,0.768,0.768,0.5486
4259,284,Eddie,Nketiah,Crystal Palace,FWD,54.0,9.0,1.28,15.0,a,MCI (H),LEE (A),TOT (H),FUL (H),NEW (A),0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666665,1.6666666666666665,2.333333333333333,1.92,0.96,0.768,0.768,0.5486
4274,285,Odsonne,Édouard,Crystal Palace,FWD,50.0,0.0,1.06,15.0,u,MCI (H),LEE (A),TOT (H),FUL (H),NEW (A),0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666665,1.6666666666666665,2.333333333333333,1.59,0.795,0.636,0.636,0.4543
4289,286,Zach,Marsh,Crystal Palace,FWD,45.0,0.0,1.06,15.0,a,MCI (H),LEE (A),TOT (H),FUL (H),NEW (A),0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666665,1.6666666666666665,2.333333333333333,1.59,0.795,0.636,0.636,0.4543
4304,287,Jordan,Pickford,Everton,GK,55.0,6.0,1.54,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,2.31,1.155,1.155,1.155,0.924
4319,288,Mark,Travers,Everton,GK,44.0,0.0,1.06,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,1.59,0.795,0.795,0.795,0.636
4334,289,Harry,Tyrer,Everton,GK,39.0,0.0,1.06,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,1.59,0.795,0.795,0.795,0.636
4349,290,Jarrad,Branthwaite,Everton,DEF,53.0,0.0,1.06,15.0,i,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,1.59,0.795,0.795,0.795,0.636
4364,291,James,Tarkowski,Everton,DEF,54.0,9.0,1.6600000000000001,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,2.49,1.245,1.245,1.245,0.996
4379,292,Vitalii,Mykolenko,Everton,DEF,49.0,5.0,1.48,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,2.22,1.11,1.11,1.11,0.888
4394,293,Jake,O'Brien,Everton,DEF,49.0,8.0,1.46,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,2.19,1.095,1.095,1.095,0.876
4409,294,Séamus,Coleman,Everton,DEF,43.0,0.0,1.08,15.0,i,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,1.62,0.81,0.81,0.81,0.648
4424,295,Michael,Keane,Everton,DEF,46.0,9.0,1.46,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,2.19,1.095,1.095,1.095,0.876
4439,296,Nathan,Patterson,Everton,DEF,44.0,0.0,1.06,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,1.59,0.795,0.795,0.795,0.636
4454,297,Roman,Dixon,Everton,DEF,39.0,0.0,1.06,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,1.59,0.795,0.795,0.795,0.636
4469,298,Reece,Welch,Everton,DEF,39.0,0.0,1.06,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,1.59,0.795,0.795,0.795,0.636
4484,299,Iliman,Ndiaye,Everton,MID,65.0,8.0,1.3800000000000001,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.38,0.69,0.5914,0.5914,0.5914
4499,300,Dwight,McNeil,Everton,MID,55.0,1.0,1.1400000000000001,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.14,0.57,0.4886,0.4886,0.4886
4514,301,Carlos,Alcaraz Durán,Everton,MID,52.0,3.0,1.26,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.26,0.63,0.54,0.54,0.54
4529,302,Idrissa Gana,Gueye,Everton,MID,54.0,0.0,1.02,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.02,0.51,0.4371,0.4371,0.4371
4544,303,James,Garner,Everton,MID,50.0,3.0,1.34,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.34,0.67,0.5743,0.5743,0.5743
4559,304,Tim,Iroegbunam,Everton,MID,48.0,0.0,1.1800000000000002,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.18,0.59,0.5057,0.5057,0.5057
4574,305,Harrison,Armstrong,Everton,MID,45.0,0.0,1.06,15.0,u,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.06,0.53,0.4543,0.4543,0.4543
4589,306,Callum,Bates,Everton,MID,44.0,0.0,1.06,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.06,0.53,0.4543,0.4543,0.4543
4604,307,Coby,Ebere,Everton,MID,44.0,0.0,1.06,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.06,0.53,0.4543,0.4543,0.4543
4619,308,Isaac,Heath,Everton,MID,45.0,0.0,1.06,15.0,u,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.06,0.53,0.4543,0.4543,0.4543
4634,309,Jenson,Metcalfe,Everton,MID,45.0,0.0,1.06,15.0,u,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.06,0.53,0.4543,0.4543,0.4543
4649,310,Thierno,Barry,Everton,FWD,57.0,5.0,1.28,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.28,0.64,0.5486,0.5486,0.5486
4664,311,Norberto Bercique,Gomes Betuncal,Everton,FWD,51.0,1.0,1.1400000000000001,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.14,0.57,0.4886,0.4886,0.4886
4679,312,Youssef,Ramalho Chermiti,Everton,FWD,49.0,0.0,1.06,15.0,u,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.06,0.53,0.4543,0.4543,0.4543
4694,313,Martin,Sherif,Everton,FWD,44.0,0.0,1.06,15.0,u,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.06,0.53,0.4543,0.4543,0.4543
4709,314,Bernd,Leno,Fulham,GK,49.0,2.0,1.22,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,inf,inf,inf,1.83,1.22
4724,315,Steven,Benda,Fulham,GK,40.0,0.0,1.06,15.0,u,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,inf,inf,inf,1.59,1.06
4739,316,Antonee,Robinson,Fulham,DEF,49.0,0.0,1.06,15.0,d,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,inf,inf,inf,1.59,1.06
4754,317,Joachim,Andersen,Fulham,DEF,45.0,1.0,1.36,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,inf,inf,inf,2.04,1.36
4769,318,Calvin,Bassey,Fulham,DEF,45.0,3.0,1.42,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,inf,inf,inf,2.13,1.42
4784,319,Timothy,Castagne,Fulham,DEF,43.0,1.0,1.1800000000000002,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,inf,inf,inf,1.77,1.18
4799,320,Issa,Diop,Fulham,DEF,43.0,0.0,1.06,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,inf,inf,inf,1.59,1.06
4814,321,Jorge,Cuenca Barreno,Fulham,DEF,43.0,0.0,1.06,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,inf,inf,inf,1.59,1.06
4829,322,Kenny,Tete,Fulham,DEF,45.0,3.0,1.48,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,inf,inf,inf,2.22,1.48
4844,323,Samuel,Amissah,Fulham,DEF,38.0,0.0,1.06,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,inf,inf,inf,1.59,1.06
4859,324,Alex,Iwobi,Fulham,MID,64.0,2.0,1.34,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,4.02,4.02,4.02,1.34,1.005
4874,325,Emile,Smith Rowe,Fulham,MID,56.0,2.0,1.28,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,3.84,3.84,3.84,1.28,0.96
4889,326,Adama,Traoré Diarra,Fulham,MID,51.0,1.0,1.08,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,3.24,3.24,3.24,1.08,0.81
4904,327,Andreas,Hoelgebaum Pereira,Fulham,MID,53.0,0.0,1.06,15.0,u,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,3.18,3.18,3.18,1.06,0.795
4919,328,Ryan,Sessegnon,Fulham,MID,54.0,0.0,1.24,15.0,i,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,3.72,3.72,3.72,1.24,0.93
4934,329,Harry,Wilson,Fulham,MID,52.0,8.0,1.62,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,4.86,4.86,4.86,1.62,1.215
4949,330,Sander,Berge,Fulham,MID,49.0,2.0,1.2000000000000002,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,3.6,3.6,3.6,1.2,0.9
4964,331,Tom,Cairney,Fulham,MID,48.0,1.0,1.08,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,3.24,3.24,3.24,1.08,0.81
4979,332,Saša,Lukić,Fulham,MID,50.0,1.0,1.12,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,3.36,3.36,3.36,1.12,0.84
4994,333,Martial,Godo,Fulham,MID,45.0,0.0,1.06,15.0,u,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,3.18,3.18,3.18,1.06,0.795
5009,334,Luke,Harris,Fulham,MID,45.0,0.0,1.06,15.0,u,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,3.18,3.18,3.18,1.06,0.795
5024,335,Josh,King,Fulham,MID,45.0,1.0,1.26,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,3.78,3.78,3.78,1.26,0.945
5039,336,Harrison,Reed,Fulham,MID,43.0,0.0,1.08,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,3.24,3.24,3.24,1.08,0.81
5054,337,Raúl,Jiménez Rodríguez,Fulham,FWD,62.0,5.0,1.34,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,4.02,4.02,4.02,1.34,1.005
5069,338,Rodrigo,Muniz Carvalho,Fulham,FWD,54.0,0.0,1.06,15.0,i,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,3.18,3.18,3.18,1.06,0.795
5084,339,Illan,Meslier,Leeds,GK,42.0,0.0,1.06,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,2.3333333333333335,3.3333333333333335,1.59,1.06,0.53,0.4543,0.318
5099,340,Alex,Cairns,Leeds,GK,39.0,0.0,1.06,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,2.3333333333333335,3.3333333333333335,1.59,1.06,0.53,0.4543,0.318
5114,341,Karl,Darlow,Leeds,GK,40.0,0.0,1.06,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,2.3333333333333335,3.3333333333333335,1.59,1.06,0.53,0.4543,0.318
5129,342,Jayden,Bogle,Leeds,DEF,44.0,0.0,1.1800000000000002,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,2.3333333333333335,3.3333333333333335,1.77,1.18,0.59,0.5057,0.354
5144,343,Pascal,Struijk,Leeds,DEF,43.0,0.0,1.1600000000000001,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,2.3333333333333335,3.3333333333333335,1.74,1.16,0.58,0.4971,0.348
5159,344,Jaka,Bijol,Leeds,DEF,39.0,1.0,1.34,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,2.3333333333333335,3.3333333333333335,2.01,1.34,0.67,0.5743,0.402
5174,345,Sebastiaan,Bornauw,Leeds,DEF,38.0,1.0,1.1,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,2.3333333333333335,3.3333333333333335,1.65,1.1,0.55,0.4714,0.33
5189,346,Sam,Byram,Leeds,DEF,39.0,0.0,1.06,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,2.3333333333333335,3.3333333333333335,1.59,1.06,0.53,0.4543,0.318
5204,347,Gabriel,Gudmundsson,Leeds,DEF,39.0,0.0,1.1800000000000002,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,2.3333333333333335,3.3333333333333335,1.77,1.18,0.59,0.5057,0.354
5219,348,Joe,Rodon,Leeds,DEF,41.0,1.0,1.1800000000000002,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,2.3333333333333335,3.3333333333333335,1.77,1.18,0.59,0.5057,0.354
5234,349,Isaac,Schmidt,Leeds,DEF,40.0,0.0,1.06,15.0,u,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,2.3333333333333335,3.3333333333333335,1.59,1.06,0.53,0.4543,0.318
5249,350,Brenden,Aaronson,Leeds,MID,54.0,4.0,1.2000000000000002,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.6,1.2,0.72,0.6,0.6
5264,351,Wilfried,Gnonto,Leeds,MID,52.0,4.0,1.1600000000000001,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.48,1.16,0.696,0.58,0.58
5279,352,Jack,Harrison,Leeds,MID,51.0,0.0,1.06,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.18,1.06,0.636,0.53,0.53
5294,353,Daniel,James,Leeds,MID,53.0,0.0,1.1,15.0,i,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.3,1.1,0.66,0.55,0.55
5309,354,Ethan,Ampadu,Leeds,MID,49.0,2.0,1.3,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.9,1.3,0.78,0.65,0.65
5324,355,Sam,Greenwood,Leeds,MID,49.0,0.0,1.06,15.0,u,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.18,1.06,0.636,0.53,0.53
5339,356,Ilia,Gruev,Leeds,MID,48.0,2.0,1.1600000000000001,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.48,1.16,0.696,0.58,0.58
5354,357,Largie,Ramazani,Leeds,MID,49.0,0.0,1.06,15.0,u,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.18,1.06,0.636,0.53,0.53
5369,358,Tanaka,Ao,Leeds,MID,48.0,6.0,1.48,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,4.44,1.48,0.888,0.74,0.74
5384,359,Charlie,Crew,Leeds,MID,45.0,0.0,1.06,15.0,u,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.18,1.06,0.636,0.53,0.53
5399,360,Joe,Gelhardt,Leeds,MID,45.0,0.0,1.06,15.0,u,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.18,1.06,0.636,0.53,0.53
5414,361,Darko,Gyabi,Leeds,MID,45.0,0.0,1.06,15.0,u,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.18,1.06,0.636,0.53,0.53
5429,362,Joël,Piroe,Leeds,FWD,50.0,1.0,1.12,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.36,1.12,0.672,0.56,0.56
5444,363,Patrick,Bamford,Leeds,FWD,49.0,0.0,1.06,15.0,u,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.18,1.06,0.636,0.53,0.53
5459,364,Mateo,Joseph Fernández-Regatillo,Leeds,FWD,50.0,0.0,1.06,15.0,u,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.18,1.06,0.636,0.53,0.53
5474,365,Lukas,Nmecha,Leeds,FWD,50.0,0.0,1.34,15.0,d,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,4.02,1.34,0.804,0.67,0.67
5489,366,Alisson,Becker,Liverpool,GK,54.0,1.0,1.3,15.0,a,BHA (H),TOT (A),WOL (H),LEE (H),FUL (A),0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,inf,inf,inf,inf,1.95
